ID операции;Дата;Адрес магазина;Район магазина;Артикул;Название товара;Отдел товара;Количество упаковок, шт.;Операция;Цена руб./шт.
1178;03.06.2021;ул. Гагарина, 17;Октябрьский;20;Крупа перловая;Бакалея;48;Продажа;80
1179;03.06.2021;ул. Гагарина, 17;Октябрьский;21;Рис круглозерный;Бакалея;170;Поступление;105
1180;03.06.2021;ул. Гагарина, 17;Октябрьский;21;Рис круглозерный;Бакалея;95;Продажа;105
1181;03.06.2021;ул. Гагарина, 17;Октябрьский;22;Рис длиннозерный;Бакалея;180;Поступление;115
1182;03.06.2021;ул. Гагарина, 17;Октябрьский;22;Рис длиннозерный;Бакалея;99;Продажа;115
1183;03.06.2021;ул. Гагарина, 17;Октябрьский;23;Бурый рис;Бакалея;180;Поступление;120
1184;03.06.2021;ул. Гагарина, 17;Октябрьский;23;Бурый рис;Бакалея;42;Продажа;120
1185;03.06.2021;ул. Гагарина, 17;Октябрьский;35;Горох желтый колотый;Бакалея;170;Поступление;55
1186;03.06.2021;ул. Гагарина, 17;Октябрьский;35;Горох желтый колотый;Бакалея;54;Продажа;55
1187;03.06.2021;ул. Гагарина, 17;Октябрьский;37;Хлопья овсяные Геркулес;Бакалея;180;Поступление;50
1188;03.06.2021;ул. Гагарина, 17;Октябрьский;37;Хлопья овсяные Геркулес;Бакалея;127;Продажа;50
1189;03.06.2021;ул. Гагарина, 17;Октябрьский;38;Хлопья 4 злака;Бакалея;180;Поступление;70
1190;03.06.2021;ул. Гагарина, 17;Октябрьский;38;Хлопья 4 злака;Бакалея;116;Продажа;70
1191;03.06.2021;ул. Гагарина, 17;Октябрьский;39;Кукурузные хлопья с сахаром;Бакалея;180;Поступление;95
1192;03.06.2021;ул. Гагарина, 17;Октябрьский;39;Кукурузные хлопья с сахаром;Бакалея;154;Продажа;95
1193;03.06.2021;ул. Гагарина, 17;Октябрьский;40;Соль каменная помол №1;Бакалея;180;Поступление;15
1194;03.06.2021;ул. Гагарина, 17;Октябрьский;40;Соль каменная помол №1;Бакалея;26;Продажа;15
1195;03.06.2021;ул. Гагарина, 17;Октябрьский;41;Соль поваренная Экстра;Бакалея;170;Поступление;35
1196;03.06.2021;ул. Гагарина, 17;Октябрьский;41;Соль поваренная Экстра;Бакалея;44;Продажа;35
1197;03.06.2021;ул. Гагарина, 17;Октябрьский;42;Крахмал картофельный;Бакалея;180;Поступление;90
1198;03.06.2021;ул. Гагарина, 17;Октябрьский;42;Крахмал картофельный;Бакалея;25;Продажа;90
1199;03.06.2021;ул. Гагарина, 17;Октябрьский;43;Сода пищевая;Бакалея;180;Поступление;40
1200;03.06.2021;ул. Гагарина, 17;Октябрьский;43;Сода пищевая;Бакалея;19;Продажа;40
1201;03.06.2021;просп. Мира, 10;Октябрьский;17;Крупа гречневая ядрица;Бакалея;170;Поступление;95
1202;03.06.2021;просп. Мира, 10;Октябрьский;17;Крупа гречневая ядрица;Бакалея;98;Продажа;95
1203;03.06.2021;просп. Мира, 10;Октябрьский;19;Крупа пшено;Бакалея;180;Поступление;90
1204;03.06.2021;просп. Мира, 10;Октябрьский;19;Крупа пшено;Бакалея;54;Продажа;90
1205;03.06.2021;просп. Мира, 10;Октябрьский;20;Крупа перловая;Бакалея;180;Поступление;80
1206;03.06.2021;просп. Мира, 10;Октябрьский;20;Крупа перловая;Бакалея;49;Продажа;80
1207;03.06.2021;просп. Мира, 10;Октябрьский;21;Рис круглозерный;Бакалея;180;Поступление;105
1208;03.06.2021;просп. Мира, 10;Октябрьский;21;Рис круглозерный;Бакалея;84;Продажа;105
1209;03.06.2021;просп. Мира, 10;Октябрьский;22;Рис длиннозерный;Бакалея;180;Поступление;115
1210;03.06.2021;просп. Мира, 10;Октябрьский;22;Рис длиннозерный;Бакалея;97;Продажа;115
1211;03.06.2021;просп. Мира, 10;Октябрьский;23;Бурый рис;Бакалея;170;Поступление;120
1212;03.06.2021;просп. Мира, 10;Октябрьский;23;Бурый рис;Бакалея;40;Продажа;120
1213;03.06.2021;просп. Мира, 10;Октябрьский;35;Горох желтый колотый;Бакалея;180;Поступление;55
1214;03.06.2021;просп. Мира, 10;Октябрьский;35;Горох желтый колотый;Бакалея;27;Продажа;55
1215;03.06.2021;просп. Мира, 10;Октябрьский;37;Хлопья овсяные Геркулес;Бакалея;180;Поступление;50
1216;03.06.2021;просп. Мира, 10;Октябрьский;37;Хлопья овсяные Геркулес;Бакалея;89;Продажа;50
1217;03.06.2021;просп. Мира, 10;Октябрьский;38;Хлопья 4 злака;Бакалея;170;Поступление;70
1218;03.06.2021;просп. Мира, 10;Октябрьский;38;Хлопья 4 злака;Бакалея;104;Продажа;70
1219;03.06.2021;просп. Мира, 10;Октябрьский;39;Кукурузные хлопья с сахаром;Бакалея;180;Поступление;95
1220;03.06.2021;просп. Мира, 10;Октябрьский;39;Кукурузные хлопья с сахаром;Бакалея;136;Продажа;95
1221;03.06.2021;просп. Мира, 10;Октябрьский;40;Соль каменная помол №1;Бакалея;180;Поступление;15
1222;03.06.2021;просп. Мира, 10;Октябрьский;40;Соль каменная помол №1;Бакалея;21;Продажа;15
1223;03.06.2021;просп. Мира, 10;Октябрьский;41;Соль поваренная Экстра;Бакалея;180;Поступление;35
1224;03.06.2021;просп. Мира, 10;Октябрьский;41;Соль поваренная Экстра;Бакалея;35;Продажа;35
1225;03.06.2021;просп. Мира, 10;Октябрьский;42;Крахмал картофельный;Бакалея;180;Поступление;90
1226;03.06.2021;просп. Мира, 10;Октябрьский;42;Крахмал картофельный;Бакалея;14;Продажа;90
1227;03.06.2021;просп. Мира, 10;Октябрьский;43;Сода пищевая;Бакалея;170;Поступление;40
1228;03.06.2021;просп. Мира, 10;Октябрьский;43;Сода пищевая;Бакалея;8;Продажа;40
1229;03.06.2021;Заводская, 3;Первомайский;17;Крупа гречневая ядрица;Бакалея;180;Поступление;95
1230;03.06.2021;Заводская, 3;Первомайский;17;Крупа гречневая ядрица;Бакалея;90;Продажа;95
1231;03.06.2021;Заводская, 3;Первомайский;19;Крупа пшено;Бакалея;180;Поступление;90
1232;03.06.2021;Заводская, 3;Первомайский;19;Крупа пшено;Бакалея;58;Продажа;90
1233;03.06.2021;Заводская, 3;Первомайский;20;Крупа перловая;Бакалея;170;Поступление;80
1234;03.06.2021;Заводская, 3;Первомайский;20;Крупа перловая;Бакалея;60;Продажа;80
1235;03.06.2021;Заводская, 3;Первомайский;21;Рис круглозерный;Бакалея;180;Поступление;105
1236;03.06.2021;Заводская, 3;Первомайский;21;Рис круглозерный;Бакалея;95;Продажа;105
1237;03.06.2021;Заводская, 3;Первомайский;22;Рис длиннозерный;Бакалея;180;Поступление;115
1238;03.06.2021;Заводская, 3;Первомайский;22;Рис длиннозерный;Бакалея;81;Продажа;115
1239;03.06.2021;Заводская, 3;Первомайский;23;Бурый рис;Бакалея;180;Поступление;120
1240;03.06.2021;Заводская, 3;Первомайский;23;Бурый рис;Бакалея;35;Продажа;120
1241;03.06.2021;Заводская, 3;Первомайский;35;Горох желтый колотый;Бакалея;180;Поступление;55
1242;03.06.2021;Заводская, 3;Первомайский;35;Горох желтый колотый;Бакалея;57;Продажа;55
1243;03.06.2021;Заводская, 3;Первомайский;37;Хлопья овсяные Геркулес;Бакалея;170;Поступление;50
1244;03.06.2021;Заводская, 3;Первомайский;37;Хлопья овсяные Геркулес;Бакалея;135;Продажа;50
1245;03.06.2021;Заводская, 3;Первомайский;38;Хлопья 4 злака;Бакалея;180;Поступление;70
1246;03.06.2021;Заводская, 3;Первомайский;38;Хлопья 4 злака;Бакалея;114;Продажа;70
1247;03.06.2021;Заводская, 3;Первомайский;39;Кукурузные хлопья с сахаром;Бакалея;180;Поступление;95
1248;03.06.2021;Заводская, 3;Первомайский;39;Кукурузные хлопья с сахаром;Бакалея;153;Продажа;95
1249;03.06.2021;Заводская, 3;Первомайский;40;Соль каменная помол №1;Бакалея;170;Поступление;15
1250;03.06.2021;Заводская, 3;Первомайский;40;Соль каменная помол №1;Бакалея;37;Продажа;15
1251;03.06.2021;Заводская, 3;Первомайский;41;Соль поваренная Экстра;Бакалея;180;Поступление;35
1252;03.06.2021;Заводская, 3;Первомайский;41;Соль поваренная Экстра;Бакалея;14;Продажа;35
1253;03.06.2021;Заводская, 3;Первомайский;42;Крахмал картофельный;Бакалея;180;Поступление;90
1254;03.06.2021;Заводская, 3;Первомайский;42;Крахмал картофельный;Бакалея;17;Продажа;90
1255;03.06.2021;Заводская, 3;Первомайский;43;Сода пищевая;Бакалея;180;Поступление;40
1256;03.06.2021;Заводская, 3;Первомайский;43;Сода пищевая;Бакалея;21;Продажа;40
1257;03.06.2021;ул. Сталеваров, 14;Первомайский;17;Крупа гречневая ядрица;Бакалея;180;Поступление;95
1258;03.06.2021;ул. Сталеваров, 14;Первомайский;17;Крупа гречневая ядрица;Бакалея;87;Продажа;95
1259;03.06.2021;ул. Сталеваров, 14;Первомайский;19;Крупа пшено;Бакалея;170;Поступление;90
1260;03.06.2021;ул. Сталеваров, 14;Первомайский;19;Крупа пшено;Бакалея;47;Продажа;90
1261;03.06.2021;ул. Сталеваров, 14;Первомайский;20;Крупа перловая;Бакалея;180;Поступление;80
1262;03.06.2021;ул. Сталеваров, 14;Первомайский;20;Крупа перловая;Бакалея;54;Продажа;80
1263;03.06.2021;ул. Сталеваров, 14;Первомайский;21;Рис круглозерный;Бакалея;180;Поступление;105
1264;03.06.2021;ул. Сталеваров, 14;Первомайский;21;Рис круглозерный;Бакалея;82;Продажа;105
1265;03.06.2021;ул. Сталеваров, 14;Первомайский;22;Рис длиннозерный;Бакалея;170;Поступление;115
1266;03.06.2021;ул. Сталеваров, 14;Первомайский;22;Рис длиннозерный;Бакалея;75;Продажа;115
1267;03.06.2021;ул. Сталеваров, 14;Первомайский;23;Бурый рис;Бакалея;180;Поступление;120
1268;03.06.2021;ул. Сталеваров, 14;Первомайский;23;Бурый рис;Бакалея;23;Продажа;120
1269;03.06.2021;ул. Сталеваров, 14;Первомайский;35;Горох желтый колотый;Бакалея;180;Поступление;55
1270;03.06.2021;ул. Сталеваров, 14;Первомайский;35;Горох желтый колотый;Бакалея;58;Продажа;55
1271;03.06.2021;ул. Сталеваров, 14;Первомайский;37;Хлопья овсяные Геркулес;Бакалея;180;Поступление;50
1272;03.06.2021;ул. Сталеваров, 14;Первомайский;37;Хлопья овсяные Геркулес;Бакалея;135;Продажа;50
1273;03.06.2021;ул. Сталеваров, 14;Первомайский;38;Хлопья 4 злака;Бакалея;180;Поступление;70
1274;03.06.2021;ул. Сталеваров, 14;Первомайский;38;Хлопья 4 злака;Бакалея;112;Продажа;70
1275;03.06.2021;ул. Сталеваров, 14;Первомайский;39;Кукурузные хлопья с сахаром;Бакалея;170;Поступление;95
1276;03.06.2021;ул. Сталеваров, 14;Первомайский;39;Кукурузные хлопья с сахаром;Бакалея;146;Продажа;95
1277;03.06.2021;ул. Сталеваров, 14;Первомайский;40;Соль каменная помол №1;Бакалея;180;Поступление;15
1278;03.06.2021;ул. Сталеваров, 14;Первомайский;40;Соль каменная помол №1;Бакалея;45;Продажа;15
1279;03.06.2021;ул. Сталеваров, 14;Первомайский;41;Соль поваренная Экстра;Бакалея;180;Поступление;35
1280;03.06.2021;ул. Сталеваров, 14;Первомайский;41;Соль поваренная Экстра;Бакалея;21;Продажа;35
1281;03.06.2021;ул. Сталеваров, 14;Первомайский;42;Крахмал картофельный;Бакалея;170;Поступление;90
1282;03.06.2021;ул. Сталеваров, 14;Первомайский;42;Крахмал картофельный;Бакалея;18;Продажа;90
1283;03.06.2021;ул. Сталеваров, 14;Первомайский;43;Сода пищевая;Бакалея;180;Поступление;40
1284;03.06.2021;ул. Сталеваров, 14;Первомайский;43;Сода пищевая;Бакалея;14;Продажа;40
1285;03.06.2021;Прибрежная, 7;Заречный;17;Крупа гречневая ядрица;Бакалея;180;Поступление;95
1286;03.06.2021;Прибрежная, 7;Заречный;17;Крупа гречневая ядрица;Бакалея;78;Продажа;95
1287;03.06.2021;Прибрежная, 7;Заречный;19;Крупа пшено;Бакалея;180;Поступление;90
1288;03.06.2021;Прибрежная, 7;Заречный;19;Крупа пшено;Бакалея;58;Продажа;90
1289;03.06.2021;Прибрежная, 7;Заречный;20;Крупа перловая;Бакалея;180;Поступление;80
1290;03.06.2021;Прибрежная, 7;Заречный;20;Крупа перловая;Бакалея;57;Продажа;80
1291;03.06.2021;Прибрежная, 7;Заречный;21;Рис круглозерный;Бакалея;170;Поступление;105
1292;03.06.2021;Прибрежная, 7;Заречный;21;Рис круглозерный;Бакалея;72;Продажа;105
1293;03.06.2021;Прибрежная, 7;Заречный;22;Рис длиннозерный;Бакалея;180;Поступление;115
1294;03.06.2021;Прибрежная, 7;Заречный;22;Рис длиннозерный;Бакалея;68;Продажа;115
1295;03.06.2021;Прибрежная, 7;Заречный;23;Бурый рис;Бакалея;180;Поступление;120
1296;03.06.2021;Прибрежная, 7;Заречный;23;Бурый рис;Бакалея;14;Продажа;120
1297;03.06.2021;Прибрежная, 7;Заречный;35;Горох желтый колотый;Бакалея;170;Поступление;55
1298;03.06.2021;Прибрежная, 7;Заречный;35;Горох желтый колотый;Бакалея;54;Продажа;55
1299;03.06.2021;Прибрежная, 7;Заречный;37;Хлопья овсяные Геркулес;Бакалея;180;Поступление;50
1300;03.06.2021;Прибрежная, 7;Заречный;37;Хлопья овсяные Геркулес;Бакалея;130;Продажа;50
1301;03.06.2021;Прибрежная, 7;Заречный;38;Хлопья 4 злака;Бакалея;180;Поступление;70
1302;03.06.2021;Прибрежная, 7;Заречный;38;Хлопья 4 злака;Бакалея;85;Продажа;70
1303;03.06.2021;Прибрежная, 7;Заречный;39;Кукурузные хлопья с сахаром;Бакалея;180;Поступление;95
1304;03.06.2021;Прибрежная, 7;Заречный;39;Кукурузные хлопья с сахаром;Бакалея;147;Продажа;95
1305;03.06.2021;Прибрежная, 7;Заречный;40;Соль каменная помол №1;Бакалея;180;Поступление;15
1306;03.06.2021;Прибрежная, 7;Заречный;40;Соль каменная помол №1;Бакалея;47;Продажа;15
1307;03.06.2021;Прибрежная, 7;Заречный;41;Соль поваренная Экстра;Бакалея;170;Поступление;35
1308;03.06.2021;Прибрежная, 7;Заречный;41;Соль поваренная Экстра;Бакалея;22;Продажа;35
1309;03.06.2021;Прибрежная, 7;Заречный;42;Крахмал картофельный;Бакалея;180;Поступление;90
1310;03.06.2021;Прибрежная, 7;Заречный;42;Крахмал картофельный;Бакалея;14;Продажа;90
1311;03.06.2021;Прибрежная, 7;Заречный;43;Сода пищевая;Бакалея;180;Поступление;40
1312;03.06.2021;Прибрежная, 7;Заречный;43;Сода пищевая;Бакалея;12;Продажа;40
1313;04.06.2021;просп. Мира, 45;Октябрьский;15;Яйцо диетическое;Молоко;170;Поступление;70
1314;04.06.2021;просп. Мира, 45;Октябрьский;15;Яйцо диетическое;Молоко;180;Продажа;70
1315;04.06.2021;пл. Революции, 1;Октябрьский;15;Яйцо диетическое;Молоко;180;Поступление;70
1316;04.06.2021;пл. Революции, 1;Октябрьский;15;Яйцо диетическое;Молоко;180;Продажа;70
1317;04.06.2021;Луговая, 21;Заречный;15;Яйцо диетическое;Молоко;180;Поступление;70
1318;04.06.2021;Луговая, 21;Заречный;15;Яйцо диетическое;Молоко;108;Продажа;70
1319;04.06.2021;Мартеновская, 2;Первомайский;15;Яйцо диетическое;Молоко;180;Поступление;70
1320;04.06.2021;Мартеновская, 2;Первомайский;15;Яйцо диетическое;Молоко;144;Продажа;70
1321;04.06.2021;Мартеновская, 36;Первомайский;15;Яйцо диетическое;Молоко;180;Поступление;70
1322;04.06.2021;Мартеновская, 36;Первомайский;15;Яйцо диетическое;Молоко;144;Продажа;70
1323;04.06.2021;Элеваторная, 15;Заречный;15;Яйцо диетическое;Молоко;170;Поступление;70
1324;04.06.2021;Элеваторная, 15;Заречный;15;Яйцо диетическое;Молоко;76;Продажа;70
1325;04.06.2021;Пушкинская, 8;Октябрьский;15;Яйцо диетическое;Молоко;180;Поступление;70
1326;04.06.2021;Пушкинская, 8;Октябрьский;15;Яйцо диетическое;Молоко;180;Продажа;70
1327;04.06.2021;ул. Металлургов. 29;Первомайский;15;Яйцо диетическое;Молоко;180;Поступление;70
1328;04.06.2021;ул. Металлургов. 29;Первомайский;15;Яйцо диетическое;Молоко;144;Продажа;70
1329;04.06.2021;ул. Металлургов, 12;Первомайский;15;Яйцо диетическое;Молоко;170;Поступление;70
1330;04.06.2021;ул. Металлургов, 12;Первомайский;15;Яйцо диетическое;Молоко;132;Продажа;70
1331;04.06.2021;Колхозная, 11;Заречный;15;Яйцо диетическое;Молоко;180;Поступление;70
1332;04.06.2021;Колхозная, 11;Заречный;15;Яйцо диетическое;Молоко;108;Продажа;70
1333;04.06.2021;Заводская, 22;Первомайский;15;Яйцо диетическое;Молоко;180;Поступление;70
1334;04.06.2021;Заводская, 22;Первомайский;15;Яйцо диетическое;Молоко;144;Продажа;70
1335;04.06.2021;ул. Гагарина, 17;Октябрьский;15;Яйцо диетическое;Молоко;180;Поступление;70
1336;04.06.2021;ул. Гагарина, 17;Октябрьский;15;Яйцо диетическое;Молоко;180;Продажа;70
1337;04.06.2021;просп. Мира, 10;Октябрьский;15;Яйцо диетическое;Молоко;180;Поступление;70
1338;04.06.2021;просп. Мира, 10;Октябрьский;15;Яйцо диетическое;Молоко;160;Продажа;70
1339;04.06.2021;Заводская, 3;Первомайский;15;Яйцо диетическое;Молоко;170;Поступление;70
1340;04.06.2021;Заводская, 3;Первомайский;15;Яйцо диетическое;Молоко;144;Продажа;70
1341;04.06.2021;ул. Сталеваров, 14;Первомайский;15;Яйцо диетическое;Молоко;180;Поступление;70
1342;04.06.2021;ул. Сталеваров, 14;Первомайский;15;Яйцо диетическое;Молоко;120;Продажа;70
1343;04.06.2021;Прибрежная, 7;Заречный;15;Яйцо диетическое;Молоко;180;Поступление;70
1344;04.06.2021;Прибрежная, 7;Заречный;15;Яйцо диетическое;Молоко;90;Продажа;70
1345;07.06.2021;просп. Мира, 45;Октябрьский;2;Молоко безлактозное;Молоко;170;Поступление;75
1346;07.06.2021;просп. Мира, 45;Октябрьский;2;Молоко безлактозное;Молоко;95;Продажа;75
1347;07.06.2021;просп. Мира, 45;Октябрьский;11;Молоко кокосовое;Молоко;180;Поступление;190
1348;07.06.2021;просп. Мира, 45;Октябрьский;11;Молоко кокосовое;Молоко;89;Продажа;190
1349;07.06.2021;просп. Мира, 45;Октябрьский;12;Молоко овсяное;Молоко;180;Поступление;85
1350;07.06.2021;просп. Мира, 45;Октябрьский;12;Молоко овсяное;Молоко;104;Продажа;85
1351;07.06.2021;просп. Мира, 45;Октябрьский;31;Лапша гречневая;Бакалея;180;Поступление;240
1352;07.06.2021;просп. Мира, 45;Октябрьский;31;Лапша гречневая;Бакалея;20;Продажа;240
1353;07.06.2021;просп. Мира, 45;Октябрьский;32;Фунчоза;Бакалея;180;Поступление;350
1354;07.06.2021;просп. Мира, 45;Октябрьский;32;Фунчоза;Бакалея;24;Продажа;350
1355;07.06.2021;просп. Мира, 45;Октябрьский;36;Чечевица красная;Бакалея;170;Поступление;120
1356;07.06.2021;просп. Мира, 45;Октябрьский;36;Чечевица красная;Бакалея;31;Продажа;120
1357;07.06.2021;просп. Мира, 45;Октябрьский;49;Колбаса вареная докторская;Мясная гастрономия;180;Поступление;200
1358;07.06.2021;просп. Мира, 45;Октябрьский;49;Колбаса вареная докторская;Мясная гастрономия;49;Продажа;200
1359;07.06.2021;просп. Мира, 45;Октябрьский;50;Колбаса вареная любительская;Мясная гастрономия;180;Поступление;195
1360;07.06.2021;просп. Мира, 45;Октябрьский;50;Колбаса вареная любительская;Мясная гастрономия;47;Продажа;195
1361;07.06.2021;просп. Мира, 45;Октябрьский;51;Сервелат варенокопченый;Мясная гастрономия;170;Поступление;350
1362;07.06.2021;просп. Мира, 45;Октябрьский;51;Сервелат варенокопченый;Мясная гастрономия;48;Продажа;350
1363;07.06.2021;просп. Мира, 45;Октябрьский;52;Колбаса краковская;Мясная гастрономия;180;Поступление;180
1364;07.06.2021;просп. Мира, 45;Октябрьский;52;Колбаса краковская;Мясная гастрономия;58;Продажа;180
1365;07.06.2021;просп. Мира, 45;Октябрьский;53;Сосиски молочные;Мясная гастрономия;180;Поступление;190
1366;07.06.2021;просп. Мира, 45;Октябрьский;53;Сосиски молочные;Мясная гастрономия;57;Продажа;190
1367;07.06.2021;просп. Мира, 45;Октябрьский;54;Сосиски венские;Мясная гастрономия;180;Поступление;230
1368;07.06.2021;просп. Мира, 45;Октябрьский;54;Сосиски венские;Мясная гастрономия;29;Продажа;230
1369;07.06.2021;просп. Мира, 45;Октябрьский;55;Сосиски куриные;Мясная гастрономия;180;Поступление;160
1370;07.06.2021;просп. Мира, 45;Октябрьский;55;Сосиски куриные;Мясная гастрономия;66;Продажа;160
1371;07.06.2021;просп. Мира, 45;Октябрьский;56;Сардельки;Мясная гастрономия;170;Поступление;180
1372;07.06.2021;просп. Мира, 45;Октябрьский;56;Сардельки;Мясная гастрономия;35;Продажа;180
1373;07.06.2021;просп. Мира, 45;Октябрьский;57;Колбаса сырокопченая салями;Мясная гастрономия;180;Поступление;400
1374;07.06.2021;просп. Мира, 45;Октябрьский;57;Колбаса сырокопченая салями;Мясная гастрономия;26;Продажа;400
1375;07.06.2021;просп. Мира, 45;Октябрьский;58;Бекон варенокопченый;Мясная гастрономия;180;Поступление;470
1376;07.06.2021;просп. Мира, 45;Октябрьский;58;Бекон варенокопченый;Мясная гастрономия;37;Продажа;470
1377;07.06.2021;просп. Мира, 45;Октябрьский;59;Бекон сырокопченый;Мясная гастрономия;170;Поступление;500
1378;07.06.2021;просп. Мира, 45;Октябрьский;59;Бекон сырокопченый;Мясная гастрономия;39;Продажа;500
1379;07.06.2021;просп. Мира, 45;Октябрьский;60;Грудинка копченая;Мясная гастрономия;180;Поступление;400
1380;07.06.2021;просп. Мира, 45;Октябрьский;60;Грудинка копченая;Мясная гастрономия;38;Продажа;400
1381;07.06.2021;просп. Мира, 45;Октябрьский;61;Ветчина в оболочке;Мясная гастрономия;180;Поступление;220
1382;07.06.2021;просп. Мира, 45;Октябрьский;61;Ветчина в оболочке;Мясная гастрономия;27;Продажа;220
1383;07.06.2021;просп. Мира, 45;Октябрьский;62;Паштет фермерский с грибами;Мясная гастрономия;180;Поступление;170
1384;07.06.2021;просп. Мира, 45;Октябрьский;62;Паштет фермерский с грибами;Мясная гастрономия;19;Продажа;170
1385;07.06.2021;просп. Мира, 45;Октябрьский;63;Паштет из куриной печени;Мясная гастрономия;180;Поступление;150
1386;07.06.2021;просп. Мира, 45;Октябрьский;63;Паштет из куриной печени;Мясная гастрономия;26;Продажа;150
1387;07.06.2021;просп. Мира, 45;Октябрьский;64;Колбаса ливерная ;Мясная гастрономия;170;Поступление;350
1388;07.06.2021;просп. Мира, 45;Октябрьский;64;Колбаса ливерная ;Мясная гастрономия;18;Продажа;350
1389;07.06.2021;пл. Революции, 1;Октябрьский;2;Молоко безлактозное;Молоко;180;Поступление;75
1390;07.06.2021;пл. Революции, 1;Октябрьский;2;Молоко безлактозное;Молоко;102;Продажа;75
1391;07.06.2021;пл. Революции, 1;Октябрьский;11;Молоко кокосовое;Молоко;180;Поступление;190
1392;07.06.2021;пл. Революции, 1;Октябрьский;11;Молоко кокосовое;Молоко;93;Продажа;190
1393;07.06.2021;пл. Революции, 1;Октябрьский;12;Молоко овсяное;Молоко;170;Поступление;85
1394;07.06.2021;пл. Революции, 1;Октябрьский;12;Молоко овсяное;Молоко;110;Продажа;85
1395;07.06.2021;пл. Революции, 1;Октябрьский;31;Лапша гречневая;Бакалея;180;Поступление;240
1396;07.06.2021;пл. Революции, 1;Октябрьский;31;Лапша гречневая;Бакалея;18;Продажа;240
1397;07.06.2021;пл. Революции, 1;Октябрьский;32;Фунчоза;Бакалея;180;Поступление;350
1398;07.06.2021;пл. Революции, 1;Октябрьский;32;Фунчоза;Бакалея;34;Продажа;350
1399;07.06.2021;пл. Революции, 1;Октябрьский;36;Чечевица красная;Бакалея;180;Поступление;120
1400;07.06.2021;пл. Революции, 1;Октябрьский;36;Чечевица красная;Бакалея;32;Продажа;120
1401;07.06.2021;пл. Революции, 1;Октябрьский;49;Колбаса вареная докторская;Мясная гастрономия;180;Поступление;200
1402;07.06.2021;пл. Революции, 1;Октябрьский;49;Колбаса вареная докторская;Мясная гастрономия;57;Продажа;200
1403;07.06.2021;пл. Революции, 1;Октябрьский;50;Колбаса вареная любительская;Мясная гастрономия;170;Поступление;195
1404;07.06.2021;пл. Революции, 1;Октябрьский;50;Колбаса вареная любительская;Мясная гастрономия;55;Продажа;195
1405;07.06.2021;пл. Революции, 1;Октябрьский;51;Сервелат варенокопченый;Мясная гастрономия;180;Поступление;350
1406;07.06.2021;пл. Революции, 1;Октябрьский;51;Сервелат варенокопченый;Мясная гастрономия;53;Продажа;350
1407;07.06.2021;пл. Революции, 1;Октябрьский;52;Колбаса краковская;Мясная гастрономия;180;Поступление;180
1408;07.06.2021;пл. Революции, 1;Октябрьский;52;Колбаса краковская;Мясная гастрономия;64;Продажа;180
1409;07.06.2021;пл. Революции, 1;Октябрьский;53;Сосиски молочные;Мясная гастрономия;170;Поступление;190
1410;07.06.2021;пл. Революции, 1;Октябрьский;53;Сосиски молочные;Мясная гастрономия;62;Продажа;190
1411;07.06.2021;пл. Революции, 1;Октябрьский;54;Сосиски венские;Мясная гастрономия;180;Поступление;230
1412;07.06.2021;пл. Революции, 1;Октябрьский;54;Сосиски венские;Мясная гастрономия;37;Продажа;230
1413;07.06.2021;пл. Революции, 1;Октябрьский;55;Сосиски куриные;Мясная гастрономия;180;Поступление;160
1414;07.06.2021;пл. Революции, 1;Октябрьский;55;Сосиски куриные;Мясная гастрономия;74;Продажа;160
1415;07.06.2021;пл. Революции, 1;Октябрьский;56;Сардельки;Мясная гастрономия;180;Поступление;180
1416;07.06.2021;пл. Революции, 1;Октябрьский;56;Сардельки;Мясная гастрономия;42;Продажа;180
1417;07.06.2021;пл. Революции, 1;Октябрьский;57;Колбаса сырокопченая салями;Мясная гастрономия;180;Поступление;400
1418;07.06.2021;пл. Революции, 1;Октябрьский;57;Колбаса сырокопченая салями;Мясная гастрономия;33;Продажа;400
1419;07.06.2021;пл. Революции, 1;Октябрьский;58;Бекон варенокопченый;Мясная гастрономия;170;Поступление;470
1420;07.06.2021;пл. Революции, 1;Октябрьский;58;Бекон варенокопченый;Мясная гастрономия;44;Продажа;470
1421;07.06.2021;пл. Революции, 1;Октябрьский;59;Бекон сырокопченый;Мясная гастрономия;180;Поступление;500
1422;07.06.2021;пл. Революции, 1;Октябрьский;59;Бекон сырокопченый;Мясная гастрономия;49;Продажа;500
1423;07.06.2021;пл. Революции, 1;Октябрьский;60;Грудинка копченая;Мясная гастрономия;180;Поступление;400
1424;07.06.2021;пл. Революции, 1;Октябрьский;60;Грудинка копченая;Мясная гастрономия;41;Продажа;400
1425;07.06.2021;пл. Революции, 1;Октябрьский;61;Ветчина в оболочке;Мясная гастрономия;170;Поступление;220
1426;07.06.2021;пл. Революции, 1;Октябрьский;61;Ветчина в оболочке;Мясная гастрономия;37;Продажа;220
1427;07.06.2021;пл. Революции, 1;Октябрьский;62;Паштет фермерский с грибами;Мясная гастрономия;180;Поступление;170
1428;07.06.2021;пл. Революции, 1;Октябрьский;62;Паштет фермерский с грибами;Мясная гастрономия;25;Продажа;170
1429;07.06.2021;пл. Революции, 1;Октябрьский;63;Паштет из куриной печени;Мясная гастрономия;180;Поступление;150
1430;07.06.2021;пл. Революции, 1;Октябрьский;63;Паштет из куриной печени;Мясная гастрономия;34;Продажа;150
